KEY,DESCRIPTION,en,zh,hi,es,fr,ar,bn,pt,ru,id,ur,de,ja,sw,mr,te,ta,tr,vi,it,ko,gu,fa,pl,uk,ro,nl,sv,da,no,fi,he,th,my,km,lo,ka,hy,az,kk,ky,uz,tg,mn,bo,ne,si,ml,kn,pa,or,as,dv,ps,sd,ks,cs,sk,sl,hr,sr,bs,mk,bg,sq,el,mt,cy,ga,gd,gv,br,co,ca,gl,eu,is,fo,lb,li,fy,af,et,lv,lt,ha,yo,ig,ff,am,om,ti,so,zu,xh,st,tn,ss,nr,nd,ve,ts,sn,ny,rw,rn,lg,mg,wo,ms,tl,jv,su,qu,gn,ay,sm,to,ty,mi,fj,bi,eo,ia,ie,io,vo,la,cu,pi,sa,aa,ab,ae,ak,an,av,ba,be,bh,bi.1,bm,bo.1,ce,ch,cr,cv,dz,ee,eo.1,es.1,et.1,eu.1,fa.1,ff.1,fi.1,fj.1,fo.1,fy.1,ga.1,gd.1,gl.1,gn.1,gu.1,gv.1,ha.1,he.1,hi.1,ho,hr.1,ht,hu,hz,ia.1,id.1,ie.1,ig.1,ii,ik,io.1,is.1,it.1,iu,jv.1,kg,ki,kj,kl,km.1,kn.1,kr,ks.1,ku,kv,kw,la.1,lb.1,lg.1,li.1,ln,lo.1,lt.1,lu,lv.1,mh,mi.1,mk.1,mn.1,ms.1,mt.1,my.1,na,nb,nd.1,ne.1,ng,nn,nr.1,nv,ny.1,oc,oj,om.1,or.1,os,pa.1,pi.1,pl.1,ps.1,pt.1,qu.1,rm,rn.1,ro.1,ru.1,rw.1,sa.1,sc,sd.1,se,sg,si.1,sk.1,sl.1,sm.1,sn.1,so.1,sq.1,sr.1,ss.1,st.1,su.1,sv.1,sw.1,ta.1,te.1,tg.1,th.1,ti.1,tk,tl.1,tn.1,to.1,tr.1,ts.1,tt,tw,ty.1,ug,uk.1,ur.1,uz.1,ve.1,vi.1,vo.1,wa,wo.1,xh.1,yi,yo.1,za,zu.1
levels.cefr.b2,CEFR B2 level,B2 - Upper Intermediate,B2 - 中高级,B2 - उच्च मध्यम,B2 - Intermedio Alto,B2 - Intermédiaire Supérieur,B2 - متوسط متقدم,B2 - উচ্চ মধ্যবর্তী,B2 - Intermediário Superior,B2 - Выше Среднего,B2 - Menengah Atas,B2 - اعلی درمیانی,B2 - Oberstufe,B2 - 中上級,B2 - Juu ya Kati,B2 - उच्च मध्यम,B2 - ఉన్నత మధ్యమ,B2 - உயர் இடைநிலை,B2 - Üst Orta,B2 - Trung Cấp Cao,B2 - Intermedio Superiore,B2 - 중상급,B2 - ઉચ્ચ મધ્યમ,B2 - بالای متوسط,B2 - Zaawansowany,B2 - Вище Середнього,B2 - Intermediar Superior,B2 - Gevorderd,B2 - Avancerad,B2 - Avanceret,,,,,,,,B2 - ზემოთ შუალედური,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levels.cefr.c1,CEFR C1 level,C1 - Advanced,C1 - 高级,C1 - उन्नत,C1 - Avanzado,C1 - Avancé,C1 - متقدم,C1 - উন্নত,C1 - Avançado,C1 - Продвинутый,C1 - Lanjutan,C1 - اعلی,C1 - Fortgeschritten,C1 - 上級,C1 - Juu,C1 - प्रगत,C1 - అధునాతన,C1 - மேம்பட்ட,C1 - İleri,C1 - Nâng Cao,C1 - Avanzato,C1 - 고급,C1 - અધુનાતન,C1 - پیشرفته,C1 - Zaawansowany,C1 - Просунутий,C1 - Avansat,C1 - Gevorderd,C1 - Avancerad,C1 - Avanceret,,,,,,,,C1 - მაღალი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levels.cefr.c2,CEFR C2 level,C2 - Proficient,C2 - 精通,C2 - निपुण,C2 - Competente,C2 - Compétent,C2 - خبير,C2 - দক্ষ,C2 - Proficiente,C2 - Профессиональный,C2 - Mahir,C2 - ماہر,C2 - Muttersprachlich,C2 - 上級者,C2 - Mtaalamu,C2 - निपुण,C2 - నిపుణుడు,C2 - திறமையான,C2 - Uzman,C2 - Thành Thạo,C2 - Esperto,C2 - 숙련,C2 - નિપુણ,C2 - ماهر,C2 - Biegły,C2 - Професійний,C2 - Competent,C2 - Vaardig,C2 - Expert,C2 - Ekspert,,,,,,,,C2 - ნიჭიერი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onboarding.welcome.title,Onboarding welcome title,Welcome to Siluma!,Willkommen bei Siluma!,सिलुमा में आपका स्वागत है!,¡Bienvenido a Siluma!,Bienvenue sur Siluma!,مرحباً بك في سيلوما!,সিলুমায় স্বাগতম!,Bem-vindo ao Siluma!,Добро пожаловать в Siluma!,Selamat datang di Siluma!,سلیوما میں خوش آمدید!,Willkommen bei Siluma!,シルマへようこそ!,Karibu Siluma!,सिलुमामध्ये आपले स्वागत आहे!,సిలుమాకు స్వాగతం!,சிலுமாவுக்கு வரவேற்கிறோம்!,Siluma'ya Hoş Geldiniz!,Chào mừng đến với Siluma!,Benvenuto in Siluma!,실루마에 오신 것을 환영합니다!,સિલુમામાં આપનું સ્વાગત છે!,به سیلوما خوش آمدید!,Witamy w Siluma!,Ласкаво просимо до Siluma!,Bun venit la Siluma!,Welkom bij Siluma!,Välkommen till Siluma!,Velkommen til Siluma,,,,,,,,სილუმაში მოგესალმებით,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onboarding.welcome.subtitle,Onboarding welcome subtitle,Let's personalize your learning experience in just a few steps.,Lass uns dein Lernerlebnis in nur wenigen Schritten personalisieren.,चलिए कुछ ही कदमों में आपके सीखने के अनुभव को व्यक्तिगत बनाते हैं।,Personalicemos tu experiencia de aprendizaje en solo unos pasos.,Personnalisons votre expérience d'apprentissage en quelques étapes seulement.,دعنا نخصص تجربة التعلم الخاصة بك في خطوات قليلة فقط.,কয়েকটি ধাপে আপনার শেখার অভিজ্ঞতাকে ব্যক্তিগত করা যাক।,Vamos personalizar sua experiência de aprendizado em apenas alguns passos.,Давайте персонализируем ваш опыт обучения всего за несколько шагов.,Mari personalisasikan pengalaman belajar Anda hanya dalam beberapa langkah.,آئیے صرف چند قدم میں آپ کے سیکھنے کے تجربے کو ذاتی بنائیں۔,Lass uns dein Lernerlebnis in nur wenigen Schritten personalisieren.,わずか数ステップで学習体験をパーソナライズしましょう。,Wacha tuibadilishe uzoefu wako wa kujifunza katika hatua chache tu.,चला काही पावलांमध्ये तुमच्या शिकण्याच्या अनुभवाला वैयक्तिक बनवूया.,కొన్ని దశలలో మీ అభ్యాస అనుభవాన్ని వ్యక్తిగతీకరిద్దాం.,ஒரு சில படிகளில் உங்கள் கற்றல் அனுபவத்தை தனிப்பயனாக்குவோம்.,Sadece birkaç adımda öğrenme deneyiminizi kişiselleştirelim.,Hãy cá nhân hóa trải nghiệm học tập của bạn chỉ trong vài bước.,Personalizziamo la tua esperienza di apprendimento in pochi passaggi.,몇 단계만으로 학습 경험을 개인화해보세요.,ચાલો થોડા પગલાંઓમાં તમારા શીખવાના અનુભવને વ્યક્તિગત બનાવીએ.,بیایید تجربه یادگیری شما را در چند قدم شخصی‌سازی کنیم.,Spersonalizujmy Twoje doświadczenie nauki w zaledwie kilku krokach.,Давайте персоналізуємо ваш досвід навчання лише за кілька кроків.,Să personalizăm experiența ta de învățare în doar câteva pași.,Laten we je leerervaring in slechts een paar stappen personaliseren.,Låt oss anpassa din inlärningsupplevelse på bara några steg.,Lad os personalisere din læringsoplevelse på bare få trin,,,,,,,,მოდით, რამდენიმე ნაბიჯით პერსონალიზაცია გავუკეთოთ თქვენს სწავლის გამოცდილებას,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onboarding.get_started,Onboarding get started button,Get Started,Los geht's,शुरू करें,Empezar,Commencer,ابدأ,শুরু করুন,Começar,Начать,Mulai,شروع کریں,Los geht's,始める,Kuanza,सुरू करा,ప్రారంభించండి,தொடங்குங்கள்,Başla,Bắt Đầu,Inizia,시작하기,શરૂ કરો,شروع کنید,Zacznij,Почати,Începe,Start,Starta,Start,,,,,,,,დაიწყე,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onboarding.skip,Onboarding skip button,Skip,Überspringen,छोड़ें,Omitir,Passer,تخطي,এড়িয়ে যান,Pular,Пропустить,Lewati,چھوڑیں,Überspringen,スキップ,Ruka,वगळा,దాటవేయి,தவிர்க்க,Atla,Bỏ Qua,Salta,건너뛰기,છોડો,رد کردن,Pomiń,Пропустити,Sări,Overslaan,Hoppa over,Spring over,,,,,,,,გამოტოვება,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onboarding.next,Onboarding next button,Next,Weiter,अगला,Siguiente,Suivant,التالي,পরবর্তী,Próximo,Далее,Berikutnya,اگلا,Weiter,次へ,Ifuatayo,पुढे,తదుపరి,அடுத்து,İleri,Tiếp Theo,Avanti,다음,આગળ,بعدی,Następny,Далі,Următorul,Volgende,Nästa,Næste,,,,,,,,შემდეგი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onboarding.back,Onboarding back button,Back,Zurück,वापस,Atrás,Précédent,ظهر,ফিরে,Voltar,Назад,Belakang,واپس,Zurück,戻る,Nyuma,मागे,వెనుక,முதுகு,Geri,Lưng,Indietro,뒤로,પાછળ,بازگشت,Wstecz,Задній,Spate,Terug,Tillbaka,Ryg,,,,,,,,უკან,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onboarding.finish,Onboarding finish button,Finish,Beenden,समाप्त करें,Finalizar,Terminer,إنهاء,শেষ করুন,Finalizar,Завершить,Selesai,ختم,Beenden,完了,Maliza,समाप्त,ముగించు,முடிக்க,Bitir,Hoàn Thành,Finisci,완료,સમાપ્ત,تمام,Zakończ,Завершити,Finalizează,Voltooien,Slutför,Afslut,,,,,,,,დასრულება,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onboarding.native_language.title,Onboarding native language title,What's your native language?,Was ist deine Muttersprache?,आपकी मातृभाषा क्या है?,¿Cuál es tu idioma nativo?,Quelle est votre langue maternelle?,ما هي لغتك الأم?,আপনার মাতৃভাষা কি?,Qual é o seu idioma nativo?,Какой ваш родной язык?,Apa bahasa ibu Anda?,آپ کی مادری زبان کیا ہے?,Was ist deine Muttersprache?,あなたの母国語は何ですか?,Lugha yako ya kwanza ni ipi?,तुमची मातृभाषा काय आहे?,మీ మాతృభాష ఏమిటి?,உங்கள் தாய்மொழி என்ன?,Anadiliniz nedir?,Tiếng mẹ đẻ của bạn là gì?,Qual è la tua lingua madre?,당신의 모국어는 무엇인가요?,તમારી માતૃભાષા શું છે?,زبان مادری شما چیست?,Jaki jest twój język ojczysty?,Яка ваша рідна мова?,Care este limba ta maternă?,Wat is je moedertaal?,Vad är ditt modersmål?,Hvad er dit modersmål,,,,,,,,რა არის თქვენი მშობლიური ენა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onboarding.native_language.subtitle,Onboarding native language subtitle,This helps us provide better translations and explanations.,Das hilft uns, bessere Übersetzungen und Erklärungen zu bieten.,यह हमें बेहतर अनुवाद और स्पष्टीकरण प्रदान करने में मदद करता है।,Esto nos ayuda a proporcionar mejores traducciones y explicaciones.,Cela nous aide à fournir de meilleures traductions et explications.,هذا يساعدنا في تقديم ترجمات وتفسيرات أفضل.,এটি আমাদের আরও ভাল অনুবাদ এবং ব্যাখ্যা প্রদান করতে সাহায্য করে।,Isso nos ajuda a fornecer traduções e explicações melhores.,Это помогает нам предоставлять лучшие переводы и объяснения.,Ini membantu kami memberikan terjemahan dan penjelasan yang lebih baik.,یہ ہمیں بہتر ترجمے اور وضاحتیں فراہم کرنے میں مدد کرتا ہے۔,Das hilft uns, bessere Übersetzungen und Erklärungen zu bieten.,これにより、より良い翻訳と説明を提供できます。,Hii inatusaidia kutoa tafsiri na maelezo bora zaidi.,हे आम्हाला चांगले भाषांतर आणि स्पष्टीकरण देण्यात मदत करते.,ఇది మాకు మంచి అనువాదాలు మరియు వివరణలు అందించడంలో సహాయపడుతుంది.,இது நமக்கு சிறந்த மொழிபெயர்ப்புகள் மற்றும் விளக்கங்களை வழங்க உதவுகிறது.,Bu, daha iyi çeviriler ve açıklamalar sağlamamıza yardımcı olur.,Điều này giúp chúng tôi cung cấp bản dịch và giải thích tốt hơn.,Questo ci aiuta a fornire traduzioni e spiegazioni migliori.,이것은 더 나은 번역과 설명을 제공하는 데 도움이 됩니다.,આ અમને વધુ સારા અનુવાદો અને સમજાવટો પ્રદાન કરવામાં મદદ કરે છે.,این به ما کمک می‌کند ترجمه‌ها و توضیحات بهتری ارائه دهیم.,To pomaga nam dostarczać lepsze tłumaczenia i wyjaśnienia.,Це допомагає нам надавати кращі переклади та пояснення.,Acest lucru ne ajută să oferim traduceri și explicații mai bune.,Dit helpt ons betere vertalingen en uitleg te bieden.,Detta hjälper oss att ge bättre översättningar och förklaringar.,Dette hjælper os med at give bedre oversættelser og forklaringer,,,,,,,,ეს გვეხმარება უკეთესი თარგმანები და ახსნები მივაწოდოთ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onboarding.target_language.title,Onboarding target language title,What would you like to learn?,Was möchtest du lernen?,आप क्या सीखना चाहते हैं?,¿Qué te gustaría aprender?,Que voudriez-vous apprendre?,ماذا تريد أن تتعلم?,আপনি কি শিখতে চান?,O que você gostaria de aprender?,Что бы вы хотели изучить?,Apa yang ingin Anda pelajari?,آپ کیا سیکھنا چاہتے ہیں?,Was möchtest du lernen?,何を学びたいですか?,Unataka kujifunza nini?,तुम्ही काय शिकू इच्छिता?,మీరు ఏమి నేర్చుకోవాలనుకుంటున్నారు?,நீங்கள் என்ன கற்க விரும்புகிறீர்கள்?,Ne öğrenmek istiyorsunuz?,Bạn muốn học gì?,Cosa vorresti imparare?,무엇을 배우고 싶으신가요?,તમે શું શીખવા માંગો છો?,شما چه چیزی یاد می‌گیرید?,Czego chciałbyś się nauczyć?,Що б ви хотіли вивчити?,Ce ai vrea să înveți?,Wat zou je willen leren?,Vad skulle du vilja lära dig?,Hvad vil du gerne lære,,,,,,,,რისი სწავლა გინდათ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onboarding.target_language.subtitle,Onboarding target language subtitle,Choose your target language and current proficiency level.,Wähle deine Zielsprache und dein aktuelles Sprachniveau.,अपनी लक्ष्य भाषा और वर्तमान दक्षता स्तर चुनें।,Elige tu idioma objetivo y tu nivel actual de competencia.,Choisissez votre langue cible et votre niveau de compétence actuel.,اختر لغتك المستهدفة ومستوى إتقانك الحالي.,আপনার লক্ষ্য ভাষা এবং বর্তমান দক্ষতার স্তর নির্বাচন করুন।,Escolha seu idioma alvo e seu nível atual de proficiência.,Выберите целевой язык и текущий уровень владения.,Pilih bahasa target Anda dan tingkat kemahiran saat ini.,اپنی ہدف زبان اور موجودہ مہارت کا لیول منتخب کریں۔,Wähle deine Zielsprache und dein aktuelles Sprachniveau.,目標言語と現在の習熟度レベルを選択してください。,Chagua lugha yako ya lengwa na kiwango chako cha sasa cha ujuzi.,तुमची लक्ष्य भाषा आणि सध्याची प्रवीणता पातळी निवडा.,మీ లక్ష్య భాష మరియు ప్రస్తుత ప్రావీణ్య స్థాయిని ఎంచుకోండి.,உங்கள் இலக்கு மொழி மற்றும் தற்போதைய திறமை நிலையைத் தேர்ந்தெடுக்கவும்.,Hedef dilinizi ve mevcut yeterlilik seviyenizi seçin.,Chọn ngôn ngữ mục tiêu và trình độ hiện tại của bạn.,Scegli la tua lingua target e il tuo livello attuale di competenza.,목표 언어와 현재 실력 수준을 선택하세요.,તમારી લક્ષ્ય ભાષા અને વર્તમાન પ્રવીણતા સ્તર પસંદ કરો.,زبان هدف و سطح مهارت فعلی خود را انتخاب کنید.,Wybierz język docelowy i swój obecny poziom biegłości.,Оберіть цільову мову та поточний рівень володіння.,Alege limba țintă și nivelul tău actual de competență.,Kies je doeltaal en je huidige vaardigheidsniveau.,Välj ditt målspråk och din nuvarande färdighetsnivå.,Vælg dit målsprog og dit nuværende færdighedsniveau,,,,,,,,აირჩიეთ თქვენი სამიზნე ენა და მიმდინარე უნარის დონე,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onboarding.learning_focus.title,Onboarding learning focus title,What's your learning focus?,Was ist dein Lernfokus?,आपका सीखने का फोकस क्या है?,¿Cuál es tu enfoque de aprendizaje?,Quel est votre objectif d'apprentissage?,ما هو تركيزك على التعلم?,আপনার শেখার ফোকাস কি?,Qual é o seu foco de aprendizado?,Каков ваш фокус обучения?,Apa fokus pembelajaran Anda?,آپ کا سیکھنے کا فوکس کیا ہے?,Was ist dein Lernfokus?,あなたの学習の焦点は何ですか?,Lengo lako la kujifunza ni nini?,तुमचा शिकण्याचा फोकस काय आहे?,మీ అభ్యాస దృష్టి ఏమిటి?,உங்கள் கற்றல் கவனம் என்ன?,Öğrenme odağınız nedir?,Trọng tâm học tập của bạn là gì?,Qual è il tuo focus di apprendimento?,당신의 학습 초점은 무엇인가요?,તમારો અભ્યાસ ધ્યાન કેન્દ્ર શું છે?,تمرکز یادگیری شما چیست?,Jaki jest twój cel nauki?,Який ваш фокус навчання?,Care este focusul tău de învățare?,Wat is je leerfocus?,Vad är ditt inlärningsfokus?,Hvad er dit læringsfokus,,,,,,,,რა არის თქვენი სწავლის ფოკუსი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onboarding.learning_focus.subtitle,Onboarding learning focus subtitle,Choose topics that interest you most.,Wähle Themen, die dich am meisten interessieren.,उन विषयों को चुनें जो आपको सबसे अधिक रुचिकर लगते हैं।,Elige los temas que más te interesen.,Choisissez les sujets qui vous intéressent le plus.,اختر المواضيع التي تهمك أكثر.,যে বিষয়গুলো আপনার সবচেয়ে আগ্রহী সেগুলো বেছে নিন।,Escolha os tópicos que mais lhe interessam.,Выберите темы, которые вас больше всего интересуют.,Pilih topik yang paling menarik minat Anda.,ان موضوعات کا انتخاب کریں جو آپ کو سب سے زیادہ دلچسپ لگتے ہیں۔,Wähle Themen, die dich am meisten interessieren.,最も興味のあるトピックを選択してください。,Chagua mada ambazo zinakuvutia zaidi.,तुम्हाला सर्वात रस असलेले विषय निवडा.,మీకు ఎక్కువ ఆసక్తి కలిగించే అంశాలను ఎంచుకోండి.,உங்களுக்கு மிகவும் ஆர்வமுள்ள தலைப்புகளைத் தேர்ந்தெடுக்கவும்.,En çok ilginizi çeken konuları seçin.,Chọn những chủ đề mà bạn quan tâm nhất.,Scegli gli argomenti che ti interessano di più.,가장 관심 있는 주제를 선택하세요.,તમને સૌથી વધુ રસ લાગે તે વિષયો પસંદ કરો.,موضوعاتی را انتخاب کنید که بیشترین علاقه را دارید.,Wybierz tematy, które najbardziej Cię interesują.,Оберіть теми, які вас найбільше цікавлять.,Alege subiectele care te interesează cel mai mult.,Kies onderwerpen die je het meest interesseren.,Välj ämnen som intresserar dig mest.,Vælg emner, der interesserer dig mest,,,,,,,,აირჩიეთ თემები, რომლებიც ყველაზე მეტად გაინტერესებთ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onboarding.topics.daily_life.desc,Onboarding daily life topic description,Alltägliche Gespräche und Situationen,Daily conversations and situations,दैनिक बातचीत और स्थितियां,Conversaciones y situaciones diarias,Conversations et situations quotidiennes,المحادثات والمواقف اليومية,দৈনন্দিন কথোপকথন এবং পরিস্থিতি,Conversas e situações diárias,Повседневные разговоры и ситуации,Percakapan dan situasi sehari-hari,روزمرہ کی گفتگو اور حالات,Alltägliche Gespräche und Situationen,日常会話と状況,Mazungumzo na hali za kila siku,दैनंदिन संभाषण आणि परिस्थिती,రోజువారీ సంభాషణలు మరియు పరిస్థితులు,தினசரி உரையாடல்கள் மற்றும் சூழ்நிலைகள்,Günlük konuşmalar ve durumlar,Những cuộc trò chuyện và tình huống hàng ngày,Conversazioni e situazioni quotidiane,일상 대화와 상황,રોજિંદા વાતચીત અને પરિસ્થિતિઓ,مکالمات و موقعیت‌های روزمره,Rozmowy i sytuacje codzienne,Щоденні розмови та ситуації,Conversații și situații zilnice,Dagelijkse gesprekken en situaties,Vardagliga samtal och situationer,Daglige samtaler og situationer,,,,,,,,ყოველდღიური საუბრები და სიტუაციები,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
